subgroup,modeldate,startdate,enddate,pollster,grade,samplesize,population,weight,influence,dem,rep,adjusted_dem,adjusted_rep,multiversions,tracking,url,poll_id,question_id,createddate,timestamp
All polls,11/5/2018,3/1/2018,3/5/2018,Morning Consult,B-,1993,rv,.1971698,0,44,37,48.56789,38.9945,"","",https://morningconsult.com/wp-content/uploads/2018/03/180303_crosstabs_POLITICO_v1_DK-1.pdf,50991,80665,3/6/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,3/1/2018,3/5/2018,Ipsos,B+,1712,rv,.0474579,0,44.4,34,48.5141,37.51906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50987,80648,3/6/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,3/1/2018,3/4/2018,Rasmussen Reports/Pulse Opinion Research,C+,1000,lv,.4947008,0,46,40,47.77228,38.73745,"","",http://www.rasmussenreports.com/public_content/politics/mood_of_america/generic_congressional_ballot,50996,80675,3/5/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,3/3/2018,3/5/2018,Quinnipiac University,A-,1122,rv,.6501787,0,48,38,45.86077,37.8518,"","",https://poll.qu.edu/images/polling/us/us03072018_uplm87.pdf/,50995,80674,3/6/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,3/2/2018,3/6/2018,Ipsos,B+,2457,rv,.0681336,0,43,36.1,47.1141,39.61906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51004,80686,3/7/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,3/2/2018,3/5/2018,Monmouth University,A+,708,rv,1.442294,0,50,41,49.11111,39.97136,"","",https://www.monmouth.edu/polling-institute/documents/monmouthpoll_us_030718.pdf/,50994,80673,3/6/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,3/4/2018,3/6/2018,YouGov,B,1302,rv,.2537996,0,43,37,47.73125,39.63464,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/zq33h2ipcl/econTabReport.pdf,50992,80668,3/7/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,3/3/2018,3/7/2018,Ipsos,B+,2818,rv,.078187,0,42.5,36.5,46.6141,40.01906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51003,80685,3/8/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,3/4/2018,3/8/2018,Ipsos,B+,2864,rv,.0795315,0,41.8,36.8,45.9141,40.31906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51002,80684,3/9/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,3/4/2018,3/8/2018,Lake Research Partners/The Tarrance Group,"",1000,rv,1.244805,0,49,40,48.6232,39.47094,"","",https://mediarelations.gwu.edu/sites/mediarelations.gwu.edu/files/GWBattlegroundPoll63-questionnaire.pdf,51011,80703,3/9/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,3/5/2018,3/9/2018,Ipsos,B+,2853,rv,.0793187,0,41.8,36.3,45.9141,39.81906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51015,80707,3/10/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,3/6/2018,3/10/2018,Ipsos,B+,2355,rv,.0655706,0,41.1,36.9,45.2141,40.41906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51014,80706,3/11/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,3/7/2018,3/11/2018,Ipsos,B+,1534,rv,.0427922,0,42.8,33.3,46.9141,36.81906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51013,80705,3/12/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,3/8/2018,3/12/2018,Morning Consult,B-,1997,rv,.1982128,0,43,36,47.56789,37.9945,"","",https://morningconsult.com/wp-content/uploads/2018/03/180312_crosstabs_POLITICO_v1_DK-2.pdf,51016,80721,3/13/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,3/8/2018,3/12/2018,Ipsos,B+,1216,rv,.0339874,0,43.2,34.2,47.3141,37.71906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51012,80704,3/13/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,3/9/2018,3/13/2018,Ipsos,B+,1164,rv,.0325966,0,43.2,34.8,47.3141,38.31906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51032,80746,3/14/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,3/10/2018,3/14/2018,NBC News/Wall Street Journal,A-,930,rv,1.169207,0,50,40,49.32769,38.98977,"","",http://msnbcmedia.msn.com/i/TODAY/z_Creative/18164%20NBCWSJ%20March%202018%20Social%20Trends%20Poll%20(Political%20Data%20Release).pdf,51033,80751,3/15/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,3/10/2018,3/14/2018,Ipsos,B+,1218,rv,.0341737,0,43.6,35.3,47.7141,38.81906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51031,80745,3/15/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,3/10/2018,3/13/2018,YouGov,B,1278,rv,.249485,0,43,38,47.73125,40.63464,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/y3tke5cxwy/econTabReport.pdf,51018,80725,3/14/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,3/11/2018,3/15/2018,Ipsos,B+,1265,rv,.0355575,0,44.6,34.5,48.7141,38.01906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51030,80744,3/16/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,3/12/2018,3/16/2018,Ipsos,B+,1381,rv,.038886,0,43.3,37,47.4141,40.51906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51042,80768,3/17/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,3/13/2018,3/17/2018,Ipsos,B+,1336,rv,.0376863,0,40.9,37.4,45.0141,40.91906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51041,80767,3/18/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,3/14/2018,3/18/2018,Ipsos,B+,1274,rv,.0359982,0,41.3,36.8,45.4141,40.31906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51040,80766,3/19/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,3/14/2018,3/19/2018,McLaughlin & Associates,C-,1000,lv,.4144161,0,44,43,46.27379,40.5372,"","",http://mclaughlinonline.com/2018/03/20/march-2018-national-survey-results/,51047,80780,3/20/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,3/15/2018,3/19/2018,Morning Consult,B-,1994,rv,.1977446,0,42,38,46.56789,39.9945,"","",https://morningconsult.com/wp-content/uploads/2018/03/180322_crosstabs_POLITICO_v1_DK.pdf,51044,80775,3/20/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,3/15/2018,3/19/2018,Ipsos,B+,1264,rv,.035772,0,41.1,37,45.2141,40.51906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51039,80765,3/20/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,3/16/2018,3/20/2018,Ipsos,B+,1342,rv,.038036,0,40.2,36.9,44.3141,40.41906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51057,80803,3/21/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,3/16/2018,3/20/2018,Quinnipiac University,A-,1291,rv,.7934136,0,49,43,46.86077,42.8518,"","",https://poll.qu.edu/national/release-detail?ReleaseID=2529,51045,80777,3/21/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,3/17/2018,3/21/2018,Ipsos,B+,1869,rv,.0530508,0,40.6,35.7,44.7141,39.21906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51056,80802,3/22/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,3/18/2018,3/20/2018,YouGov,B,1284,rv,.2513207,0,44,38,48.73125,40.63464,"","",http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/p86tnmatk6/econTabReport.pdf,51048,80783,3/21/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,3/18/2018,3/21/2018,Fox News,A,1014,rv,1.642089,0,46,41,45.93378,40.97261,"","",http://www.foxnews.com/politics/2018/03/25/fox-news-poll-gap-narrows-on-2018-vote-preference.html,51058,80800,3/22/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,3/18/2018,3/22/2018,Ipsos,B+,2757,rv,.0783805,0,41.8,34,45.9141,37.51906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51055,80801,3/23/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,3/19/2018,3/21/2018,Marist College,A,1015,rv,1.436145,0,44,39,44.15729,39.32661,"","",http://maristpoll.marist.edu/wp-content/misc/usapolls/us180320_KOC/Marist%20Poll%20National%20Nature%20of%20the%20Sample%20and%20Tables_March%2023.%202018.pdf#page=3,51052,80790,3/22/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,3/14/2018,3/25/2018,Public Religion Research Institute,"",2020,a,2.096625,0,42,36,41.44359,36.60264,"","",https://www.prri.org/wp-content/uploads/2018/04/Abortion-and-Contraception-Topline.pdf,52196,82357,3/26/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,3/19/2018,3/23/2018,Ipsos,B+,2848,rv,.0811227,0,41.6,33.7,45.7141,37.21906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51205,81004,3/24/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,3/20/2018,3/24/2018,Ipsos,B+,2809,rv,.0802049,0,41.3,33.6,45.4141,37.11906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51204,81003,3/25/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,3/21/2018,3/25/2018,Ipsos,B+,2760,rv,.0790248,0,40.9,33.8,45.0141,37.31906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51203,81002,3/26/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,3/22/2018,3/26/2018,Ipsos,B+,2244,rv,.0644506,0,41.2,34.3,45.3141,37.81906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51202,81001,3/27/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,3/23/2018,3/25/2018,Public Policy Polling,B,846,rv,1.037059,0,50,39,48.75171,38.89225,"","",https://www.publicpolicypolling.com/wp-content/uploads/2018/03/PPP_Release_National_32718.pdf,51065,80815,3/26/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,3/22/2018,3/25/2018,CNN/SSRS,A-,913,rv,1.058161,0,50,44,47.30853,42.73169,"","",http://cdn.cnn.com/cnn/2018/images/03/29/rel4c.-.2018.pdf,51063,81064,3/26/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,3/23/2018,3/27/2018,Ipsos,B+,1393,rv,.0401429,0,41.6,35.5,45.7141,39.01906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51292,81132,3/28/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,3/25/2018,3/27/2018,YouGov,B,1330,rv,.2612308,0,42,35,46.73125,37.63464,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/4e7f92zbz6/econTabReport.pdf,51208,81014,3/28/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,3/24/2018,3/28/2018,Ipsos,B+,1289,rv,.0372708,0,42.6,36.8,46.7141,40.31906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51291,81131,3/29/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,3/25/2018,3/29/2018,Ipsos,B+,1325,rv,.0384379,0,42.9,38.4,47.0141,41.91906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51290,81130,3/30/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,3/26/2018,3/27/2018,Morning Consult,B-,1997,rv,.1967043,0,41,37,45.56789,38.9945,"","",https://www.politico.com/f/?id=00000162-696d-d2f7-adef-efeff5c90001,51207,81013,3/28/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,3/27/2018,3/29/2018,Harris Interactive,C+,1340,rv,.534844,0,45,34,47.64227,36.38705,"","",http://harvardharrispoll.com/wp-content/uploads/2018/04/Final_HHP_March2018_RegisteredVoters_Xtabs_LR_Approval.pdf,51584,81548,3/30/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,3/26/2018,3/30/2018,Ipsos,B+,1451,rv,.0422331,0,44.8,36.8,48.9141,40.31906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51601,81580,3/31/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,3/27/2018,3/31/2018,Ipsos,B+,1404,rv,.0409951,0,45.3,34.8,49.4141,38.31906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51600,81579,4/1/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,3/25/2018,4/2/2018,Greenberg Quinlan Rosner,B-,699,lv,.7991241,0,47,41,45.95824,39.96148,"","",http://www.democracycorps.com/attachments/article/1081/Dcor_GR_AFT_National%20RV%20Phone_FQ_040218.pdf,51626,81638,4/3/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,3/28/2018,4/1/2018,Ipsos,B+,1328,rv,.0388937,0,44.2,35.1,48.3141,38.61906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51599,81578,4/2/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,3/29/2018,4/1/2018,Morning Consult,B-,1997,rv,.1966505,0,41,37,45.56789,38.9945,"","",https://morningconsult.com/wp-content/uploads/2018/04/180339_crosstabs_POLITICO_v1_DK-2.pdf,51602,81582,4/2/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,3/29/2018,4/2/2018,Ipsos,B+,1576,rv,.0462909,0,43,34.6,47.1141,38.11906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51598,81577,4/3/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,3/30/2018,4/3/2018,Ipsos,B+,1520,rv,.0447741,0,42.8,34,46.9141,37.51906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51610,81593,4/4/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,4/1/2018,4/3/2018,YouGov,B,1244,rv,.2452728,0,43,36,47.73125,38.63464,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/maf7idof71/econTabReport.pdf,51603,81585,4/4/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,3/31/2018,4/4/2018,Ipsos,B+,1444,rv,.0426587,0,44.1,32.7,48.2141,36.21906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51609,81592,4/5/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,4/1/2018,4/5/2018,Ipsos,B+,1454,rv,.0430867,0,43.1,32.7,47.2141,36.21906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51608,81591,4/6/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,4/2/2018,4/6/2018,Ipsos,B+,1459,rv,.0433706,0,43.3,33.1,47.4141,36.61906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51623,81627,4/7/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,4/3/2018,4/7/2018,Ipsos,B+,1247,rv,.0371867,0,45.8,32.1,49.9141,35.61906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51622,81626,4/8/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,4/4/2018,4/8/2018,Ipsos,B+,1253,rv,.0374849,0,45.3,31.7,49.4141,35.21906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51621,81625,4/9/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,4/5/2018,4/7/2018,Morning Consult,B-,1994,rv,.1961609,0,42,36,46.56789,37.9945,"","",https://www.politico.com/f/?id=00000162-b16f-d2e5-ade3-f17f40cc0000,51618,81613,4/8/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,4/5/2018,4/9/2018,Ipsos,B+,1230,rv,.0369134,0,42.8,33.2,46.9141,36.71906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51620,81624,4/10/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,4/6/2018,4/9/2018,Quinnipiac University,A-,1181,rv,.8109156,0,46,43,43.86077,42.8518,"","",https://poll.qu.edu/national/release-detail?ReleaseID=2535,51616,81615,4/10/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,4/6/2018,4/10/2018,Ipsos,B+,1220,rv,.0367278,0,43.5,33.6,47.6141,37.11906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51633,81646,4/11/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,4/8/2018,4/10/2018,YouGov,B,1292,rv,.2520194,0,44,36,48.73125,38.63464,"","",http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/3g689cgf7m/econTabReport.pdf,51619,81614,4/11/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,4/7/2018,4/11/2018,Ipsos,B+,1257,rv,.0379567,0,44.5,34.4,48.6141,37.91906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51632,81645,4/12/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,4/8/2018,4/9/2018,Rasmussen Reports/Pulse Opinion Research,C+,1000,lv,.2860034,0,45,40,46.77228,38.73745,"","",http://www.rasmussenreports.com/public_content/politics/mood_of_america/generic_congressional_ballot,51624,81632,4/10/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,4/8/2018,4/12/2018,Ipsos,B+,1273,rv,.0385632,0,43.5,35.1,47.6141,38.61906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51631,81644,4/13/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,4/8/2018,4/11/2018,ABC News/Washington Post,A+,865,rv,1.723745,0,47,43,45.51143,42.6754,"","",https://www.washingtonpost.com/page/2010-2019/WashingtonPost/2018/04/16/National-Politics/Polling/question_20317.xml?uuid=CucQrkFlEeiy3LCkA-RyCg,51634,81659,4/12/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,4/8/2018,4/11/2018,NBC News/Wall Street Journal,A-,720,rv,.9299353,0,47,40,46.32769,38.98977,"","",http://msnbcmedia.msn.com/i/TODAY/z_Creative/NBCWSJAprilPoll41518Release.pdf,51635,81658,4/12/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,4/9/2018,4/13/2018,Ipsos,B+,1293,rv,.0392949,0,43.1,36,47.2141,39.51906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52200,82369,4/14/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,4/10/2018,4/14/2018,Ipsos,B+,1267,rv,.0386263,0,45.1,34.7,49.2141,38.21906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52199,82368,4/15/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,4/10/2018,4/13/2018,Marist College,A,829,rv,1.281623,0,44,39,44.15729,39.32661,"","",http://maristpoll.marist.edu/wp-content/misc/usapolls/us180410/Trump%20and%20Congress_NPR_PBS%20NewsHour_Marist%20Poll_National%20Nature%20of%20the%20Sample%20and%20Tables_April%202018.pdf,52202,82377,4/14/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,4/11/2018,4/15/2018,Ipsos,B+,1281,rv,.0391731,0,45,35,49.1141,38.51906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52198,82367,4/16/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,4/12/2018,4/16/2018,Ipsos,B+,1268,rv,.0388935,0,44.2,35.2,48.3141,38.71906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52197,82366,4/17/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,4/13/2018,4/17/2018,Ipsos,B+,1239,rv,.0381166,0,43.9,34.4,48.0141,37.91906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52292,82517,4/18/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,4/12/2018,4/17/2018,Morning Consult,B-,1917,rv,.1878846,0,43,36,47.56789,37.9945,"","",https://www.politico.com/f/?id=00000162-d575-d05e-a3e6-fd75df1a0000,52203,82379,4/18/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,4/14/2018,4/18/2018,Ipsos,B+,1206,rv,.0372146,0,44.8,33.1,48.9141,36.61906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52291,82516,4/19/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,4/15/2018,4/17/2018,YouGov,B,1274,rv,.2437288,0,43,38,47.73125,40.63464,"","",http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/4l31gznvf1/econTabReport.pdf,52205,82383,4/18/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,4/15/2018,4/19/2018,Ipsos,B+,1260,rv,.0389942,0,42.4,35.6,46.5141,39.11906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52290,82515,4/20/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,4/16/2018,4/20/2018,Ipsos,B+,1244,rv,.0386083,0,42,35.7,46.1141,39.21906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52306,82545,4/21/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,4/17/2018,4/21/2018,Ipsos,B+,1209,rv,.0376264,0,40.4,35.4,44.5141,38.91906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52305,82544,4/22/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,4/18/2018,4/22/2018,Ipsos,B+,1231,rv,.038415,0,42.2,35.3,46.3141,38.81906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52304,82543,4/23/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,4/17/2018,4/22/2018,McLaughlin & Associates,C-,1000,lv,.4149457,0,43,43,45.27379,40.5372,"","",http://mclaughlinonline.com/2018/04/24/april-2018-national-survey-results/,52313,82569,4/23/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,4/19/2018,4/23/2018,Ipsos,B+,1283,rv,.0401452,0,43.6,35.2,47.7141,38.71906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52303,82542,4/24/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,4/19/2018,4/23/2018,Morning Consult,B-,1993,rv,.1946731,0,44,35,48.56789,36.9945,"","",https://morningconsult.com/wp-content/uploads/2018/04/180434_crosstabs_POLITICO_v1_DK.pdf,52310,82565,4/24/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,4/20/2018,4/24/2018,Ipsos,B+,1248,rv,.039162,0,45,33.6,49.1141,37.11906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52321,82586,4/25/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,4/20/2018,4/24/2018,Quinnipiac University,A-,1193,rv,.8986499,0,48,40,45.86077,39.8518,"","",https://poll.qu.edu/national/release-detail?ReleaseID=2538,52309,82561,4/25/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,4/22/2018,4/24/2018,YouGov,B,1265,rv,.2372254,0,43,38,47.73125,40.63464,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/a849k68e2i/econTabReport.pdf,52311,82566,4/25/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,4/22/2018,4/24/2018,Harris Interactive,C+,1549,rv,.5941702,0,43,34,45.64227,36.38705,"","",http://harvardharrispoll.com/wp-content/uploads/2018/04/Final_HHP_April2018_RegisteredVoters_Topline_Memo.pdf,52315,82574,4/25/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,4/21/2018,4/25/2018,Ipsos,B+,1226,rv,.0385804,0,44.7,34.4,48.8141,37.91906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52320,82585,4/26/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,4/22/2018,4/26/2018,Ipsos,B+,1891,rv,.0596719,0,44.1,33.2,48.2141,36.71906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52319,82584,4/27/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,4/23/2018,4/27/2018,Ipsos,B+,1988,rv,.0629172,0,43.5,33.9,47.6141,37.41906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52329,82606,4/28/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,4/20/2018,4/30/2018,Kaiser Family Foundation,"",1655,rv,1.931065,0,46,38,45.87031,39.19444,"","",http://files.kff.org/attachment/Topline-Kaiser-Health-Tracking-Poll-Preview-of-the-Role-of-Health-Care-in-the-2018-Midterm-Campaigns,52366,82690,5/1/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,4/24/2018,4/28/2018,Ipsos,B+,1979,rv,.0628255,0,42.4,35.1,46.5141,38.61906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52328,82605,4/29/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,4/25/2018,4/29/2018,Ipsos,B+,1943,rv,.0618748,0,42,35.4,46.1141,38.91906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52327,82604,4/30/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,4/26/2018,4/30/2018,Monmouth University,A+,681,rv,1.409951,0,49,41,48.11111,39.97136,"","",https://www.monmouth.edu/polling-institute/reports/monmouthpoll_us_050318/,52325,82618,5/1/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,4/25/2018,5/1/2018,Pew Research Center,B-,1221,rv,.6651498,0,48,43.5,47.90773,43.70705,*,"",http://assets.pewresearch.org/wp-content/uploads/sites/5/2018/05/03134750/05-03-18-political-topline-for-release.pdf,52335,82622,5/2/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,4/26/2018,4/30/2018,Ipsos,B+,1977,rv,.0631468,0,42.8,35.2,46.9141,38.71906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52326,82603,5/1/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,4/26/2018,5/1/2018,Morning Consult,B-,1991,rv,.1936668,0,43,34,47.56789,35.9945,"","",https://morningconsult.com/wp-content/uploads/2018/05/180444_crosstabs_POLITICO_v1_DK-2-1.pdf,52330,82612,5/2/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,4/27/2018,5/1/2018,Ipsos,B+,1339,rv,.0429054,0,42.6,37.4,46.7141,40.91906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52357,82660,5/2/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,4/28/2018,5/2/2018,Ipsos,B+,1241,rv,.0398795,0,41.1,37.5,45.2141,41.01906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52356,82659,5/3/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,4/29/2018,5/1/2018,YouGov,B,1259,rv,.2314776,0,42,39,46.73125,41.63464,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/fojcpi55bv/econTabReport.pdf,52331,82615,5/2/2018,15:58:20  5 Nov 2018
All polls,11/5/2018,4/29/2018,5/3/2018,Ipsos,B+,1238,rv,.0398854,0,40.6,37,44.7141,40.51906,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52355,82658,5/4/2018,15:58:20  5 Nov 2018
